nama_aplikasi,developer,developerId,developerEmail,developerWebsite,developerAddress,score,ratings,reviews,installs,categories,appId,url,country,matched_keyword
Pinjam Aja,PT. SELALU SUKSES INDONESIA,PT.+SELALU+SUKSES+INDONESIA,pinjamaja@outlook.com,https://yfjzioqzd.pinjamaja.com/agreement,,4.899565,20501,3234,100.000+,,com.pinjamaja.money.loan,https://play.google.com/store/apps/details?id=com.pinjamaja.money.loan&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, e-wallet pinjaman, fintech pendanaan, kredit instan, kredit tanpa jaminan, pinjaman ilegal, pinjaman karyawan, pinjaman pns"
Cara Paylater Dana Cicil,Housematee,Housematee,adjidishub@gmail.com,https://pinjamandanapaylater.blogspot.com/ads.txt,,4.652174,717,95,5.000+,,com.pinjamandana.paylater.cicil,https://play.google.com/store/apps/details?id=com.pinjamandana.paylater.cicil&hl=id&gl=id,Indonesia,paylater
PinjamanGo-Pinjaman Uang Cepat,PT. Dana Pinjaman Inklusif,8192548313928270482,cs@pinjamango.co.id,https://www.pinjamango.co.id,,4.5369697,660382,262666,5.000.000+,Keuangan,com.pinjamango,https://play.google.com/store/apps/details?id=com.pinjamango&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi pinjaman modal usaha, cash cepat, cash kilat, dana darurat, dana talangan, dompet digital pinjaman, kredit cepat cair, kredit instan, kredit kilat, kredit multiguna, kredit tanpa agunan, pinjam uang, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman kilat, pinjaman ktp saja, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman pns, pinjaman rekening koran, pinjol, pinjol terdaftar ojk, uang cepat, uang darurat"
PinjamFlexi,Hayat Sasirangan,Hayat+Sasirangan,pinjamflexi79@gmail.com,https://www.hayatsasi.com/,,4.7173996,26088,4637,500.000+,Keuangan,com.pinjamflexi.loan,https://play.google.com/store/apps/details?id=com.pinjamflexi.loan&hl=id&gl=id,Indonesia,pinjaman pns
Pinjam Modal,PT Finansial Integrasi Teknologi,PT+Finansial+Integrasi+Teknologi,customer@pinjammodal.id,https://www.pinjammodal.id/,,3.0813253,33261,24608,1.000.000+,,com.pinjammodal,https://play.google.com/store/apps/details?id=com.pinjammodal&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, pinjaman karyawan, pinjaman modal kerja, pinjaman modal usaha"
PinjamPlus - Pinjaman KTA,RUTAS VIAJES COMPANY LIMITED,RUTAS+VIAJES+COMPANY+LIMITED,erdom2211@gmail.com,https://www.ptrutasviajes.com/,,4.858858,64659,11004,1.000.000+,,com.pinjamplus.id,https://play.google.com/store/apps/details?id=com.pinjamplus.id&hl=id&gl=id,Indonesia,"aplikasi kta, kta online, pinjaman pns"
Pinjamin - Kredit Dana,PT. PROGO PUNCAK GROUP,6371379239811370862,cs@mail.pinjamin.com,https://pinjamin.com,,4.6916647,199006,66665,10.000.000+,Keuangan,com.pinjamwinwin,https://play.google.com/store/apps/details?id=com.pinjamwinwin&hl=id&gl=id,Indonesia,"e-wallet pinjaman, kredit instan, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan, pinjaman karyawan"
Pyypl - it’s your money,Pyypl,Pyypl,care@pyypl.com,http://www.pyypl.com,,3.1188118,58900,79,5.000.000+,Keuangan,com.pyypl,https://play.google.com/store/apps/details?id=com.pyypl&hl=id&gl=id,Indonesia,virtual credit card
Solusiku - Pinjaman Online,PT.ANUGERAH DIGITAL INDONESIA,6219310612662556259,cs@solusi-ku.id,,,4.698359,16593,8217,1.000.000+,,com.qm.adi,https://play.google.com/store/apps/details?id=com.qm.adi&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, fintech lending, fintech pendanaan, gadai sertifikat, kredit instan, kredit tanpa agunan, kredit tanpa jaminan, pinjaman harian, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman online tanpa slip gaji, pinjaman pns, pinjol, pinjol legal, pinjol terdaftar ojk"
Raja Emas,Raja Emas Indonesia,8781361404840763427,rajaemasindonesia@gmail.com,https://rajaemasindonesia.co.id,,4.57,126,85,10.000+,,com.rajaemasmurni,https://play.google.com/store/apps/details?id=com.rajaemasmurni&hl=id&gl=id,Indonesia,cicil emas
MyRG - Raja Gadai App,Segiputera Teknologi Indonesia,Segiputera+Teknologi+Indonesia,info@rajagadai.id,https://rajagadai.id/,,2.39,866,664,100.000+,Keuangan,com.rajagadai.app.raja_gadai,https://play.google.com/store/apps/details?id=com.rajagadai.app.raja_gadai&hl=id&gl=id,Indonesia,"gadai bpkb, gadai emas online, gadai online, gadai sertifikat"
Emas Now,PT. THE EMAS NOW,PT.+THE+EMAS+NOW,emasnowofficial@gmail.com,https://emasnow.id,,,,,100+,,com.rayaska.emas_now,https://play.google.com/store/apps/details?id=com.rayaska.emas_now&hl=id&gl=id,Indonesia,cicil emas
Pengelola Keuangan,Realbyte Inc.,Realbyte+Inc.,help@realbyteapps.com,http://realbyteapps.com,,4.8741007,459441,8858,10.000.000+,Keuangan,com.realbyteapps.moneymanagerfree,https://play.google.com/store/apps/details?id=com.realbyteapps.moneymanagerfree&hl=id&gl=id,Indonesia,uang darurat
Revolut — Banking & Beyond,Revolut Ltd,4839729021595729654,feedback@revolut.com,https://www.revolut.com/,,4.588785,4044112,720,50.000.000+,Keuangan,com.revolut.revolut,https://play.google.com/store/apps/details?id=com.revolut.revolut&hl=id&gl=id,Indonesia,virtual credit card
Sadana Gadai Syariah,Sadana Gadai Syariah,Sadana+Gadai+Syariah,gadaisyariahsadana@gmail.com,https://sadanagadaisyariah.id,,,,,100+,Keuangan,com.sadana.gadaiapp,https://play.google.com/store/apps/details?id=com.sadana.gadaiapp&hl=id&gl=id,Indonesia,"gadai online, gadai sertifikat"
Samir - Pinjaman Daring,PT SAHABAT MIKRO FINTEK,PT+SAHABAT+MIKRO+FINTEK,customerservice@samir.co.id,https://samir.co.id,,4.309262,219364,70623,10.000.000+,Keuangan,com.sahabatmikro,https://play.google.com/store/apps/details?id=com.sahabatmikro&hl=id&gl=id,Indonesia,"aplikasi kredit, fintech lending, pinjam uang, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ilegal, pinjaman ktp saja, pinjaman mahasiswa, pinjaman online, pinjaman online bunga rendah, pinjaman online resmi, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk"
Seen Mobile - Build Credit,"Seen Finance, Inc.","Seen+Finance,+Inc.",help@seen.com,https://seen.com,,,,,100.000+,Keuangan,com.seenfinance.app,https://play.google.com/store/apps/details?id=com.seenfinance.app&hl=id&gl=id,Indonesia,virtual credit card
Amar Bank: Tabungan & Celengan,PT Bank Amar Indonesia Tbk.,7651433249565482955,support@amarbank.co.id,https://amarbank.co.id/,,4.7458634,70584,24115,1.000.000+,Keuangan,com.senyumkubank.rekeningonline,https://play.google.com/store/apps/details?id=com.senyumkubank.rekeningonline&hl=id&gl=id,Indonesia,pinjaman rekening koran
ShariaCoin – Emas & Perak,PT. Syariah Koin Indonesia,9171667595010449487,info@shariacoin.co.id,https://www.shariacoin.co.id,,3.1,643,355,500.000+,Keuangan,com.shariacoin.sc,https://play.google.com/store/apps/details?id=com.shariacoin.sc&hl=id&gl=id,Indonesia,cicil emas
Shopee Indonesia,Shopee Indonesia,Shopee+Indonesia,help@support.shopee.co.id,https://shopee.co.id,,4.5622797,18484578,5861732,100.000.000+,Belanja,com.shopee.id,https://play.google.com/store/apps/details?id=com.shopee.id&hl=id&gl=id,Indonesia,"belanja sekarang bayar nanti, paylater"
ShopeePay – Dompet Serba Bisa,PT. AIRPAY INTERNATIONAL INDONESIA,PT.+AIRPAY+INTERNATIONAL+INDONESIA,help@support.shopee.co.id,https://shopeepay.co.id,,4.727232,1295770,167284,50.000.000+,Keuangan,com.shopeepay.id,https://play.google.com/store/apps/details?id=com.shopeepay.id&hl=id&gl=id,Indonesia,"bayar nanti, belanja sekarang bayar nanti, dompet digital pinjaman, e-wallet pinjaman, paylater"
AsetKu - Pinjaman Daring,PT Pintar Inovasi Digital,PT+Pintar+Inovasi+Digital,cs@asetku.com,https://www.asetku.co.id,,4.4215684,60608,36736,1.000.000+,Keuangan,com.silvrr.finance,https://play.google.com/store/apps/details?id=com.silvrr.finance&hl=id&gl=id,Indonesia,"aplikasi pinjaman modal usaha, dana talangan, fintech pendanaan, gadai sertifikat, pinjaman karyawan, pinjaman pns, pinjol terdaftar ojk"
BantuSaku- Pinjaman Daring,PT. Smartec Teknologi Indonesia,PT.+Smartec+Teknologi+Indonesia,cs@bantusaku.id,https://bantusaku.id,,4.7990522,2174490,967679,10.000.000+,Keuangan,com.smartec.ft,https://play.google.com/store/apps/details?id=com.smartec.ft&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cash kilat, dana cepat, dana darurat, dana pinjaman, dana talangan, dompet digital pinjaman, fintech lending, fintech pendanaan, gadai sertifikat, kredit cepat cair, kredit instan, kredit kilat, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, kta online, p2p lending, peer to peer lending, pinjam uang, pinjam uang cepat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman gaji, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman kilat, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online tanpa slip gaji, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman rekening koran, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjaman usaha kecil, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang cepat, uang pinjaman"
Money Flow: Catatan Keuangan,Aleksey M.,Aleksey+M.,znich.soft@gmail.com,,,,,,10.000+,Keuangan,com.soft.znich.FlowmoPro,https://play.google.com/store/apps/details?id=com.soft.znich.FlowmoPro&hl=id&gl=id,Indonesia,uang darurat
SolusiDana - Dana Darurat Tips,PT. DANA TUNAI CEPAT,7908322874642144125,admin@dtcloan.online,https://www.dtcloan.online/p/about-us.html,,3.2,7,3,5.000+,Keuangan,com.solusidana.simulasi,https://play.google.com/store/apps/details?id=com.solusidana.simulasi&hl=id&gl=id,Indonesia,dana darurat
TikTok,TikTok Pte. Ltd.,TikTok+Pte.+Ltd.,feedback@tiktok.com,https://www.tiktok.com/,,4.079304,23545285,4082534,1.000.000.000+,Pemutar & Editor Video,com.ss.android.ugc.trill,https://play.google.com/store/apps/details?id=com.ss.android.ugc.trill&hl=id&gl=id,Indonesia,paylater
PinjamDuit - Pinjaman Daring,PT Stanford Teknologi Indonesia,PT+Stanford+Teknologi+Indonesia,cs@pinjamduit.co.id,https://www.pinjamduit.co.id/,,4.6196322,2472567,528340,10.000.000+,Keuangan,com.stanfordtek.pinjamduit,https://play.google.com/store/apps/details?id=com.stanfordtek.pinjamduit&hl=id&gl=id,Indonesia,"aplikasi dana tunai, cash cepat, dana cepat, dana darurat, dana pinjaman, kredit cepat cair, kredit instan, kredit kilat, kredit tanpa agunan, pinjam uang, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman ktp saja, pinjaman mahasiswa, pinjaman online, pinjaman online bunga rendah, pinjaman online resmi, pinjol, pinjol legal, pinjol terdaftar ojk, uang cepat"
E-Wallet,Shine Apps Services,9082871468569972928,shineappservice@gmail.com,https://honghai78.github.io,,3.53,1315,312,500.000+,Keuangan,com.terralogic.mywallet,https://play.google.com/store/apps/details?id=com.terralogic.mywallet&hl=id&gl=id,Indonesia,e-wallet pinjaman
Gift & Credit Card Wallet,Texode Technologies LLC,Texode+Technologies+LLC,softdev@texode.com,https://texode.com,,4.3333335,5532,27,500.000+,Keuangan,com.texode.securecard,https://play.google.com/store/apps/details?id=com.texode.securecard&hl=id&gl=id,Indonesia,virtual credit card
Treasury - Investasi Emas,"Indonesia Logam Pratama, PT",4872746829384508748,support@treasury.id,https://www.treasury.id,,4.720681,35879,27670,1.000.000+,Keuangan,com.treasury.apps,https://play.google.com/store/apps/details?id=com.treasury.apps&hl=id&gl=id,Indonesia,"cicil emas, gadai emas online"
Tunai Cakra - Kredit Online,PT DIGITAL VISION SOFTWORKS,PT+DIGITAL+VISION+SOFTWORKS,info@digitalvisionsoftworks.com,https://www.digitalvisionsoftworks.com,,4.7992964,66569,14232,1.000.000+,Keuangan,com.tunai.cakra.amanah,https://play.google.com/store/apps/details?id=com.tunai.cakra.amanah&hl=id&gl=id,Indonesia,"kredit digital, kredit multiguna"
Tunaiku - Pinjaman Dana Online,PT Bank Amar Indonesia Tbk.,7651433249565482955,tanya@amarbank.co.id,https://tunaiku.com,,4.7194157,1430114,992879,10.000.000+,Keuangan,com.tunaikumobile.app,https://play.google.com/store/apps/details?id=com.tunaikumobile.app&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cicilan online, dana cepat, dana darurat, dana pinjaman, dana talangan, fintech lending, gadai sertifikat, kredit cepat cair, kredit digital, kredit instan, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, kta online, pinjam uang, pinjam uang cepat, pinjam uang kilat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman gaji, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman kilat, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online tanpa slip gaji, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman rekening koran, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjaman umkm, pinjaman usaha kecil, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang cepat, uang pinjaman"
Kredit Kancil - Pinjaman Aman,PT. SOFTWARE SOLUSI INDONESIA,PT.+SOFTWARE+SOLUSI+INDONESIA,customer@softwaresolusi.com,https://www.softwaresolusi.com,,4.7821627,75373,15719,1.000.000+,Keuangan,com.uang.pintar.kredit.kancil,https://play.google.com/store/apps/details?id=com.uang.pintar.kredit.kancil&hl=id&gl=id,Indonesia,"dana talangan, kredit instan, kredit kilat, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman karyawan, pinjaman mahasiswa, pinjaman online tanpa bi checking, pinjol ilegal, pinjol terdaftar ojk"
UATAS : Pinjaman Dana Online,PT. Plus Ultra Abadi,PT.+Plus+Ultra+Abadi,cs.support@uatas.id,http://uatas.id,,4.7170677,1401627,823831,10.000.000+,Keuangan,com.uatas.android,https://play.google.com/store/apps/details?id=com.uatas.android&hl=id&gl=id,Indonesia,"aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman online, cash cepat, dana darurat, dana pinjaman, dana talangan, fintech lending, kredit cepat cair, kredit digital, kredit instan, kredit multiguna, kredit tanpa agunan, kta online, pinjam uang, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman gaji, pinjaman harian, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa ktp, pinjaman online tanpa slip gaji, pinjaman pelajar, pinjaman umkm, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang cepat, uang darurat"
KreditOK,PT. DOEKU PEDULI INDONESIA,PT.+DOEKU+PEDULI+INDONESIA,cs@kreditok.id,,,4.1666665,1686,1019,100.000+,Keuangan,com.vidn.credit,https://play.google.com/store/apps/details?id=com.vidn.credit&hl=id&gl=id,Indonesia,"e-wallet pinjaman, kredit tanpa agunan, kredit tanpa jaminan, pinjaman rekening koran"
AksesDana – Perantara Pinjaman,RAMACHANDRANTULU,RAMACHANDRANTULU,ramachandrantulu4563@gmail.com,,,4.624359,7770,3081,100.000+,,com.view.akses.dana,https://play.google.com/store/apps/details?id=com.view.akses.dana&hl=id&gl=id,Indonesia,dana talangan
Virgin Money Credit Card,Virgin Money,Virgin+Money,google.developer@virginmoney.com,http://www.virginmoney.com,,,,,1.000.000+,Keuangan,com.virginmoney.cards,https://play.google.com/store/apps/details?id=com.virginmoney.cards&hl=id&gl=id,Indonesia,virtual credit card
Virtual Go Mobile,Virtual Go Mobile,7236176213006820073,cs@virtualgo.id,https://virtualgo.id,,3.966443,1705,1270,100.000+,Keuangan,com.virtual.go,https://play.google.com/store/apps/details?id=com.virtual.go&hl=id&gl=id,Indonesia,"kartu kredit digital, virtual credit card"
Virtual Cards,Online Check Writer,6590696812406305812,support@onlinecheckwriter.com,https://virtualcardmaker.com,,,,,10.000+,,com.virtualcard.app,https://play.google.com/store/apps/details?id=com.virtualcard.app&hl=id&gl=id,Indonesia,virtual credit card
Ada Kredit-Pinjaman Online,Wins Holding,Wins+Holding,winston.developer.sby@gmail.com,https://www.adakredit.com/,,4.668034,27924,4572,100.000+,,com.winston.adkpro,https://play.google.com/store/apps/details?id=com.winston.adkpro&hl=id&gl=id,Indonesia,kredit instan
Adapundi-Pinjaman Dana Cepat,PT. Info Tekno Siaga,PT.+Info+Tekno+Siaga,cs@adapundi.com,,,4.673042,2186926,761229,10.000.000+,Keuangan,com.yinshan.program.banda,https://play.google.com/store/apps/details?id=com.yinshan.program.banda&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi dana tunai, aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, aplikasi pinjaman ojk, aplikasi pinjaman online, cash cepat, cash kilat, cicilan online, dana cepat, dana darurat, dana pinjaman, dana talangan, e-wallet pinjaman, fintech lending, gadai bpkb, gadai online, gadai sertifikat, kredit cepat cair, kredit digital, kredit instan, kredit kilat, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, peer to peer lending, pinjam uang, pinjam uang cepat, pinjam uang kilat, pinjaman cepat cair, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman harian, pinjaman ibu rumah tangga, pinjaman ilegal, pinjaman instan, pinjaman karyawan, pinjaman kilat, pinjaman ktp saja, pinjaman langsung cair, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjaman online, pinjaman online 24 jam, pinjaman online aman, pinjaman online bunga rendah, pinjaman online legal ojk, pinjaman online resmi, pinjaman online tanpa bi checking, pinjaman online tanpa ktp, pinjaman online tanpa slip gaji, pinjaman online terdaftar ojk, pinjaman online terpercaya, pinjaman pelajar, pinjaman pns, pinjaman tanpa agunan, pinjaman tanpa jaminan, pinjaman tunai, pinjaman umkm, pinjaman usaha kecil, pinjol, pinjol ilegal, pinjol legal, pinjol terdaftar ojk, uang cepat, uang darurat, uang pinjaman"
YPT: Crypto Card & Pay,YPT.COM,5846299350253979030,support@ypt.com,https://www.ypt.com,,3.75,225,4,50.000+,Bisnis,com.ypt.pay,https://play.google.com/store/apps/details?id=com.ypt.pay&hl=id&gl=id,Indonesia,virtual credit card
Yup - VISA & Credit 0%*,PT FINTURE TECH INDONESIA,PT+FINTURE+TECH+INDONESIA,support@yupindonesia.com,http://www.yupindonesia.com,,4.7951345,116920,25225,10.000.000+,Keuangan,com.yup.bank.digital.kartu.kredit.debit.pascabayar.pinjaman.investasi,https://play.google.com/store/apps/details?id=com.yup.bank.digital.kartu.kredit.debit.pascabayar.pinjaman.investasi&hl=id&gl=id,Indonesia,"aplikasi kredit, belanja sekarang bayar nanti, cicilan tanpa kartu kredit, gadai sertifikat, kartu kredit digital, kredit cepat cair, kredit digital, kredit elektronik, kredit hp, kredit instan, kredit multiguna, kredit tanpa agunan, kredit tanpa jaminan, paylater, pinjaman online, virtual credit card"
Money+ Catatan Keuangan Lucu,zotiger studios,zotiger+studios,service@zotiger.com,https://www.zotiger.com,,4.8671393,123675,6952,1.000.000+,Keuangan,com.zotiger.accountbook,https://play.google.com/store/apps/details?id=com.zotiger.accountbook&hl=id&gl=id,Indonesia,uang darurat
Dana Prima,Koperasi Serba Usaha Mitra Buah Abadi,Koperasi+Serba+Usaha+Mitra+Buah+Abadi,developer@ksumitrabuahabadi.id,,,4.037992,6854,2318,500.000+,,dana.pinjam.online.kredi.aku.prima,https://play.google.com/store/apps/details?id=dana.pinjam.online.kredi.aku.prima&hl=id&gl=id,Indonesia,dana darurat
Niyo: Global cards for travel,Finnew Solutions Pvt. Ltd.,9202107970257509120,global-dev@goniyo.com,https://goniyo.com?utm_source=google_playstore&utm_medium=organic&utm_campaign=app_listing,,4.25,52602,3,1.000.000+,Keuangan,finance.global.travel.niyo,https://play.google.com/store/apps/details?id=finance.global.travel.niyo&hl=id&gl=id,Indonesia,virtual credit card
Dana Pinjam-Pinjaman Daring,PT Ikhsan Husni Abbiyyu,PT+Ikhsan+Husni+Abbiyyu,Wallpaper@ikhsanhusniabbiyyu.com,https://www.ikhsanhusniabbiyyu.com,,4.5462847,53208,7882,500.000+,Keuangan,gbid.pengosekan02,https://play.google.com/store/apps/details?id=gbid.pengosekan02&hl=id&gl=id,Indonesia,"aplikasi dana tunai, dana darurat, dana pinjaman, dana talangan, pinjaman dana"
Livin' by Mandiri,PT Bank Mandiri (Persero) Tbk,PT+Bank+Mandiri+(Persero)+Tbk,mandiricare@bankmandiri.co.id,https://bmri.id/livin,,4.145754,719048,310513,50.000.000+,Keuangan,id.bmri.livin,https://play.google.com/store/apps/details?id=id.bmri.livin&hl=id&gl=id,Indonesia,kartu kredit digital
Cashcash Pro-Uang Kilat,PT. Digital Kuantum Teknologi,PT.+Digital+Kuantum+Teknologi,cashcash@cashcashprivacy.com,https://cashcashpro.id/,,4.7782707,252946,106757,5.000.000+,,id.cashcash.pro.app,https://play.google.com/store/apps/details?id=id.cashcash.pro.app&hl=id&gl=id,Indonesia,"aplikasi dana tunai, cash cepat, cash kilat, kredit kilat, pinjam uang kilat, pinjaman kilat"
adiraku – Kredit & Pinjaman,PT Adira Dinamika Multi Finance Tbk.,PT+Adira+Dinamika+Multi+Finance+Tbk.,customercare@adira.co.id,https://www.adira.co.id,,4.9013805,85141,45132,5.000.000+,Keuangan,id.co.adira.adiraku,https://play.google.com/store/apps/details?id=id.co.adira.adiraku&hl=id&gl=id,Indonesia,"aplikasi kredit, aplikasi pinjaman online, fintech lending, gadai bpkb, gadai sertifikat, kredit cepat cair, kredit motor online, pinjam uang, pinjaman dana, pinjaman karyawan, pinjaman ktp saja, pinjaman online, pinjol legal"
Amar Bank Bisnis: Kredit UMKM,PT Bank Amar Indonesia Tbk.,7651433249565482955,support@amarbank.co.id,https://amarbank.co.id/,,4.4827585,87,35,10.000+,Keuangan,id.co.amarbank.smb,https://play.google.com/store/apps/details?id=id.co.amarbank.smb&hl=id&gl=id,Indonesia,"pinjaman umkm, pinjaman usaha kecil"
SeaBank,SeaBank Indonesia,SeaBank+Indonesia,cs@seabank.co.id,https://www.seabank.co.id/,,4.8416224,3652850,419158,50.000.000+,Keuangan,id.co.bankbkemobile.digitalbank,https://play.google.com/store/apps/details?id=id.co.bankbkemobile.digitalbank&hl=id&gl=id,Indonesia,"aplikasi pinjaman online, pinjaman rekening koran"
BFI Mobile - Pinjaman Dana,"PT. BFI Finance Indonesia, Tbk","PT.+BFI+Finance+Indonesia,+Tbk",customercare@bfi.co.id,https://www.bfi.co.id,,4.7102804,921,490,100.000+,Keuangan,id.co.bfi.customer,https://play.google.com/store/apps/details?id=id.co.bfi.customer&hl=id&gl=id,Indonesia,"aplikasi kredit, aplikasi kta, aplikasi pinjaman modal usaha, fintech lending, fintech pendanaan, gadai bpkb, gadai sertifikat, kredit cepat cair, kredit motor online, kredit multiguna, pinjaman cepat tanpa ribet, pinjaman dana, pinjaman instan, pinjaman mahasiswa, pinjaman modal kerja, pinjaman modal usaha, pinjaman multiguna, pinjol terdaftar ojk"
Pinang Flexi,PT Bank Raya Indonesia Tbk.,5830525976261648564,pinang@briagro.co.id,https://getpinang.com/,,4.6024,37484,28922,1.000.000+,Keuangan,id.co.bri.pinang,https://play.google.com/store/apps/details?id=id.co.bri.pinang&hl=id&gl=id,Indonesia,"gadai sertifikat, pinjaman multiguna"
Danacita - Cicilan Pendidikan,Erudifi PTE Ltd,Erudifi+PTE+Ltd,info@danacita.com,https://danacita.co.id/,,3.26,848,417,100.000+,Keuangan,id.co.danacita.app,https://play.google.com/store/apps/details?id=id.co.danacita.app&hl=id&gl=id,Indonesia,pinjaman mahasiswa
FIFGO: Pembiayaan Mudah,FIFGROUP DEV. TEAM,8734262251178562538,hello.fifgroup@gmail.com,http://www.fifgroup.co.id,,2.7514606,18844,10589,1.000.000+,Keuangan,id.co.fifgroup,https://play.google.com/store/apps/details?id=id.co.fifgroup&hl=id&gl=id,Indonesia,"aplikasi kredit, kredit elektronik, kredit hp, kredit motor online, kredit multiguna, pinjaman multiguna"
Home Credit-Pinjaman & Kredit,PT Home Credit Indonesia,PT+Home+Credit+Indonesia,care@homecredit.co.id,https://www.homecredit.co.id,,4.4812613,713788,246669,10.000.000+,Keuangan,id.co.myhomecredit,https://play.google.com/store/apps/details?id=id.co.myhomecredit&hl=id&gl=id,Indonesia,"aplikasi cicilan, aplikasi kredit, aplikasi pinjaman online, cicilan online, cicilan tanpa kartu kredit, fintech lending, kredit cepat cair, kredit digital, kredit elektronik, kredit hp, kredit instan, kredit motor online, kredit multiguna, kredit online, kredit tanpa agunan, kredit tanpa jaminan, paylater, pinjam uang, pinjaman dana, pinjaman ibu rumah tangga, pinjaman karyawan, pinjaman ktp saja, pinjaman multiguna, pinjaman online, pinjaman online bunga rendah, pinjaman online resmi, pinjol legal"
Toko Emas J5Ismoyo,J5Ismoyo,J5Ismoyo,support@tokoemasj5ismoyo.com,https://tokoemasj5ismoyo.com,,4.3861384,710,372,100.000+,Keuangan,id.co.semar,https://play.google.com/store/apps/details?id=id.co.semar&hl=id&gl=id,Indonesia,cicil emas
"Atome ID-Shop Smart, Earn More",Shopintar,Shopintar,support@atome.id,,,4.4434996,317299,95951,5.000.000+,Belanja,id.co.shopintar,https://play.google.com/store/apps/details?id=id.co.shopintar&hl=id&gl=id,Indonesia,paylater
DANA Dompet Digital Indonesia,PT Espay Debit Indonesia Koe,PT+Espay+Debit+Indonesia+Koe,help@dana.id,https://www.dana.id,,4.6971674,10317576,2321589,100.000.000+,Keuangan,id.dana,https://play.google.com/store/apps/details?id=id.dana&hl=id&gl=id,Indonesia,"aplikasi dana tunai, dana cepat, dana darurat, dana talangan, dompet digital pinjaman, e-wallet pinjaman, paylater, uang darurat, virtual credit card"
